名称,武器分类,基础准度,静止射击准度,移动射击准度,被瞄准射击准度,存在距离加成,最大连射奖励次数,最小散步,最大散步,散射角度,散射无规律,造成状态效果概率,对地最小射程,对直升机最小射程,对固定翼最小射程,对地最大射程,对直升机最大射程,对固定翼最大射程,伤害类别,伤害类型索引,基底伤害量,物理伤害溅射半径,压制伤害,压制伤害建设半径,允许未命中造成压制伤害,武器穿深进化类型,引导方式,瞄准时间,装填时间,发射间隔时间,可发射次数,校准射击瞄准时间修正系数,校准射击散步修正系数,补给消耗,投射物类型,烟雾类型,单一锁敌,乱序射击,可穿甲,可移动射击,可直接瞄准,可曲射射击,可盲射,盲射射击次数,可杀伤固定翼,瞄准目标中心,强制造成对顶伤害,造成着火效果,造成着火概率,无友军伤害,射击隐匿惩罚,串联武器,子弹药描述,展示连射准度,面板消耗弹药数量,效果间隔,弹药类型,对地最小射程,对地最大射程,投射物最小射程,高度射程
Ammo_82mm_RS82_HE_Rocket_x10,MinMax_ROCKET,否,25,25,否,无,无,102.26963845,204.5392769,否,无,否,0.0,无,无,14609.948349999999,无,无,无,无,1.6,292.198967,200.0,876.596901,无,无,无,否,是,0.2,10,是,无,1380,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,否,是,无,~/Descriptor_Fire_Incendie,0.2,否,是,无,无,无,10,0.2,EArmeType/Roquette,0.0,14609.948349999999,0.0,292.198967
Ammo_82mm_RS82_HE_Rocket_x6,MinMax_ROCKET,否,25,25,否,无,无,73.04974175,146.0994835,否,无,否,0.0,无,无,14609.948349999999,无,无,无,无,1.6,292.198967,200.0,876.596901,无,无,无,否,是,0.3,6,是,无,870,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,否,是,无,~/Descriptor_Fire_Incendie,0.2,否,是,无,无,无,6,0.3,EArmeType/Roquette,0.0,14609.948349999999,0.0,292.198967
Ammo_82mm_RS82_HE_Rocket_x8,MinMax_ROCKET,否,25,25,否,无,无,87.65969009999999,175.31938019999998,否,无,否,0.0,无,无,14609.948349999999,无,无,无,无,1.6,292.198967,200.0,876.596901,无,无,无,否,是,0.3,8,是,无,1200,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,否,是,无,~/Descriptor_Fire_Incendie,0.2,否,是,无,无,无,8,0.3,EArmeType/Roquette,0.0,14609.948349999999,0.0,292.198967
Ammo_AN_M2_20mm_Nose_AirAir,MinMax_AUTOCANAIR,否,60,60,否,无,-1,无,14.60994835,否,无,20,0.0,无,无,0.0,无,无,无,无,1.29,2.92198967,13.0,292.198967,无,无,无,否,0.5,0.5,2,是,无,65,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,10,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_AN_M2_20mm_Nose_AirSol,MinMax_AUTOCANAIR,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,1.29,37.98586571,65.0,438.2984505,无,无,无,否,0.5,0.5,是,是,无,68,EProjectileType/Obus,无,无,无,否,无,否,否,无,无,是,是,无,无,无,否,是,无,无,无,10,0.2,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_AN_M2_20mm_x4_Nose_AirAir,MinMax_AUTOCANAIR,否,60,60,否,无,-1,无,14.60994835,否,无,20,0.0,无,无,0.0,无,无,无,无,5.42,157.78744218,271.0,1583.71840114,无,无,无,否,0.37,0.37,2,是,无,276,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,是,无,无,无,40,0.1,EArmeType/BalleAA,0.0,0.0,0.0,无
Ammo_AN_M2_20mm_x4_Nose_AirSol,MinMax_AUTOCANAIR,否,20,20,否,无,-1,29.2198967,43.829845049999996,否,无,否,0.0,无,无,11687.95868,无,无,无,无,5.16,376.93666743,258.0,768.48328321,无,无,无,否,0.37,0.37,是,是,无,276,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,否,是,无,无,无,40,0.1,EArmeType/BalleAA,0.0,11687.95868,0.0,无
Ammo_AT_Satchel,MinMax_Grenade,否,70,否,否,无,3,无,14.60994835,否,无,100,0.0,无,无,1460.994835,无,无,无,无,10.0,2.92198967,225.0,657.4476757499999,无,无,无,否,10.0,是,是,是,无,100,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,2.88,无,无,无,是,是,EArmeType/AP_60,0.0,1460.994835,0.0,292.198967
Ammo_ATR_Lahti_L39_20mm_AP,MinMax_Rifle,否,60,否,否,无,3,无,58.4397934,否,无,75,0.0,无,无,7304.974174999999,无,无,无,无,3.0,2.92198967,45.0,131.48953515,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_500m,无,2.0,10.0,2.2,10,是,无,70,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,10.8,无,无,无,10,2.2,EArmeType/AP_6,0.0,7304.974174999999,0.0,无
Ammo_ATR_Lahti_L39_20mm_AP_x2,MinMax_Rifle,否,60,否,否,无,3,无,58.4397934,否,无,75,0.0,无,无,7304.974174999999,无,无,无,无,6.0,2.92198967,45.0,131.48953515,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_500m,无,2.0,10.0,2.2,10,是,无,70,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,10.8,无,无,无,20,2.2,EArmeType/AP_6,0.0,7304.974174999999,0.0,无
Ammo_ATR_PTRD_41_14_5mm_AP,MinMax_Rifle,否,60,否,否,无,3,无,58.4397934,否,无,60,0.0,无,无,5843.97934,无,无,无,无,2.0,2.92198967,48.0,140.25550416,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_400m,无,2.0,6.0,6.0,是,是,无,7,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,8.64,无,无,无,是,5.0,EArmeType/AP_7,0.0,5843.97934,0.0,无
Ammo_ATR_PTRD_41_14_5mm_AP_x3,MinMax_Rifle,否,60,否,否,无,3,无,58.4397934,否,无,60,0.0,无,无,5843.97934,无,无,无,无,6.0,2.92198967,48.0,140.25550416,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_400m,无,2.0,6.0,6.0,是,是,无,7,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,8.64,无,无,无,3,5.0,EArmeType/AP_7,0.0,5843.97934,0.0,无
Ammo_ATR_PTRS_41_14_5mm_AP,MinMax_Rifle,否,55,否,否,无,3,无,58.4397934,否,无,50,0.0,无,无,5843.97934,无,无,无,无,2.0,2.92198967,48.0,140.25550416,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_400m,无,2.0,8.0,2.2,5,是,无,35,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,8.64,无,无,无,5,2.2,EArmeType/AP_7,0.0,5843.97934,0.0,无
Ammo_ATR_PTRS_41_14_5mm_AP_x2,MinMax_Rifle,否,55,否,否,无,3,无,58.4397934,否,无,50,0.0,无,无,5843.97934,无,无,无,无,4.0,2.92198967,48.0,140.25550416,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_400m,无,2.0,8.0,2.2,5,是,无,35,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,8.64,无,无,无,10,2.2,EArmeType/AP_7,0.0,5843.97934,0.0,无
Ammo_ATR_Solothurn_20mm_AP,MinMax_Rifle,否,60,否,否,无,3,无,58.4397934,否,无,75,0.0,无,无,7304.974174999999,无,无,无,无,2.0,2.92198967,50.0,146.0994835,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_500m,无,2.0,10.0,2.2,10,是,无,70,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,10.8,无,无,无,10,2.2,EArmeType/AP_8,0.0,7304.974174999999,0.0,无
Ammo_ATR_Solothurn_20mm_AP_x2,MinMax_Rifle,否,60,否,否,无,3,无,58.4397934,否,无,75,0.0,无,无,7304.974174999999,无,无,无,无,4.0,2.92198967,50.0,146.0994835,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_500m,无,2.0,10.0,2.2,10,是,无,70,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,10.8,无,无,无,20,2.2,EArmeType/AP_8,0.0,7304.974174999999,0.0,无
Ammo_AT_25mm_Puteaux,MinMax_AUTOCANAIR,否,75,10,否,无,3,无,58.4397934,否,无,100,0.0,无,无,10957.461262499999,无,无,无,无,3.0,2.92198967,56.0,163.63142152,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_750m,无,4.0,3.5,3.5,是,是,无,19,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,2.4,无,无,无,是,3.5,EArmeType/AP_10,0.0,10957.461262499999,0.0,146.0994835
Ammo_AVT40_x2,MinMax_Rifle,否,15,否,否,无,-1,无,29.2198967,否,无,否,0.0,无,无,8765.969009999999,无,无,无,无,是,2.92198967,40.0,350.63876039999997,无,无,无,是,2.0,是,3,是,无,10,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,无,无,是,17.28,无,无,无,20,0.2,EArmeType/Balle,0.0,8765.969009999999,0.0,无
Ammo_Ansaldo_75_34_75mm_AP,MinMax_GUN,否,40,15,否,无,3,无,58.4397934,否,无,100,0.0,无,无,25567.4096125,无,无,无,无,8.0,2.92198967,84.0,245.44713227999998,无,~/DamageTypeEvolutionOverRangeDescriptor_Chute_Lente_1750m,无,4.0,8.0,8.0,是,是,无,38,EProjectileType/Obus,无,无,无,是,无,是,否,无,无,是,是,无,无,无,是,2.8,无,无,无,是,8.0,EArmeType/AP_18,0.0,25567.4096125,0.0,204.5392769
Ammo_Ansaldo_75_34_75mm_HE,MinMax_GUN,否,20,10,否,无,7,无,52.595814059999995,否,无,否,0.0,无,无,25567.4096125,无,无,无,无,1.52,204.5392769,138.0,727.57542783,无,无,无,4.0,8.0,8.0,是,是,无,38,EProjectileType/Obus,无,无,无,否,无,是,否,无,无,是,是,无,~/Descriptor_Fire_Incendie,0.1,是,2.8,无,无,无,是,8.0,EArmeType/HE,0.0,25567.4096125,0.0,292.198967
Ammo_Arty_Off_Map_100mm_Alerte_GER,MinMax_OFFMAPART,否,否,否,否,无,无,5548.85838333,5843.97934,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,5.0,558.1000269699999,299.0,1741.50584332,无,无,无,16.0,4.0,0.5,6,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,8,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,6,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_100mm_Barrage_GER,MinMax_OFFMAPART,否,否,否,否,无,无,2626.86871333,2921.98967,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,5.0,558.1000269699999,299.0,1741.50584332,无,无,无,32.0,10.0,0.4,6,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,8,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,6,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_100mm_Efficacite_GER,MinMax_OFFMAPART,否,否,否,否,无,无,4087.86354833,4382.984504999999,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,5.0,558.1000269699999,299.0,1741.50584332,无,无,无,48.0,是,0.35,6,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,8,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,6,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_105mm_Alerte_GER,MinMax_OFFMAPART,否,否,否,否,无,无,5586.844249039999,5843.97934,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,5.25,581.47594433,309.0,1808.71160573,无,无,无,16.0,4.0,0.5,6,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,8,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,6,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_105mm_Alerte_US,MinMax_OFFMAPART,否,否,否,否,无,无,5586.844249039999,5843.97934,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,5.25,581.47594433,309.0,1808.71160573,无,无,无,16.0,4.0,0.5,6,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,8,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,6,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_105mm_Barrage_GER,MinMax_OFFMAPART,否,否,否,否,无,无,2664.85457904,2921.98967,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,5.25,581.47594433,309.0,1808.71160573,无,无,无,32.0,10.0,0.4,6,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,8,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,6,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_105mm_Barrage_US,MinMax_OFFMAPART,否,否,否,否,无,无,2664.85457904,2921.98967,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,5.25,581.47594433,309.0,1808.71160573,无,无,无,32.0,10.0,0.4,6,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,8,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,6,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_105mm_Efficacite_GER,MinMax_OFFMAPART,否,否,否,否,无,无,4125.84941404,4382.984504999999,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,5.25,581.47594433,309.0,1808.71160573,无,无,无,48.0,是,0.35,6,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,8,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,6,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_105mm_Efficacite_US,MinMax_OFFMAPART,否,否,否,否,无,无,4125.84941404,4382.984504999999,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,5.25,581.47594433,309.0,1808.71160573,无,无,无,48.0,是,0.35,6,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,8,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,6,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_122mm_Alerte_GER,MinMax_OFFMAPART,否,否,否,否,无,无,5709.567815179999,5843.97934,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,6.1,660.3696654199999,341.0,2024.9388413099998,无,无,无,16.0,4.0,0.5,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_122mm_Alerte_SOV,MinMax_OFFMAPART,否,否,否,否,无,无,5709.567815179999,5843.97934,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,6.1,660.3696654199999,341.0,2024.9388413099998,无,无,无,16.0,4.0,0.5,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_122mm_Barrage_GER,MinMax_OFFMAPART,否,否,否,否,无,无,2787.57814518,2921.98967,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,6.1,660.3696654199999,341.0,2024.9388413099998,无,无,无,32.0,10.0,0.4,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_122mm_Barrage_SOV,MinMax_OFFMAPART,否,否,否,否,无,无,2787.57814518,2921.98967,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,6.1,660.3696654199999,341.0,2024.9388413099998,无,无,无,32.0,10.0,0.4,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_122mm_Efficacite_GER,MinMax_OFFMAPART,否,否,否,否,无,无,4248.57298018,4382.984504999999,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,6.1,660.3696654199999,341.0,2024.9388413099998,无,无,无,48.0,是,0.35,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_122mm_Efficacite_SOV,MinMax_OFFMAPART,否,否,否,否,无,无,4248.57298018,4382.984504999999,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,6.1,660.3696654199999,341.0,2024.9388413099998,无,无,无,48.0,是,0.35,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_138mm_Alerte_GER,MinMax_OFFMAPART,否,否,否,否,无,无,5820.60342264,5843.97934,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,6.9,733.41940717,369.0,2223.63413887,无,无,无,16.0,4.0,0.5,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_138mm_Barrage_GER,MinMax_OFFMAPART,否,否,否,否,无,无,2898.61375264,2921.98967,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,6.9,733.41940717,369.0,2223.63413887,无,无,无,32.0,10.0,0.4,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_138mm_Efficacite_GER,MinMax_OFFMAPART,否,否,否,否,无,无,4359.60858764,4382.984504999999,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,6.9,733.41940717,369.0,2223.63413887,无,无,无,48.0,是,0.35,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_140mm_Alerte_UK,MinMax_OFFMAPART,否,否,否,否,无,无,5835.21337099,5843.97934,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.0,742.1853761799999,372.0,2249.9320459,无,无,无,16.0,4.0,0.5,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_140mm_Barrage_UK,MinMax_OFFMAPART,否,否,否,否,无,无,2913.22370099,2921.98967,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.0,742.1853761799999,372.0,2249.9320459,无,无,无,32.0,10.0,0.4,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_140mm_Efficacite_UK,MinMax_OFFMAPART,否,否,否,否,无,无,4374.2185359899995,4382.984504999999,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.0,742.1853761799999,372.0,2249.9320459,无,无,无,48.0,是,0.35,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_150mm_Alerte_GER,MinMax_OFFMAPART,否,否,否,否,无,无,5899.49714373,5843.97934,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.5,786.01522123,390.0,2369.73362237,无,无,无,16.0,4.0,0.5,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_150mm_Barrage_GER,MinMax_OFFMAPART,否,否,否,否,无,无,2977.5074737299997,2921.98967,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.5,786.01522123,390.0,2369.73362237,无,无,无,32.0,10.0,0.4,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_150mm_Efficacite_GER,MinMax_OFFMAPART,否,否,否,否,无,无,4438.50230873,4382.984504999999,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.5,786.01522123,390.0,2369.73362237,无,无,无,48.0,是,0.35,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_152mm_Alerte_GER,MinMax_OFFMAPART,否,否,否,否,无,无,5914.107092079999,5843.97934,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.6,794.78119024,393.0,2393.10953973,无,无,无,16.0,4.0,0.5,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_152mm_Alerte_SOV,MinMax_OFFMAPART,否,否,否,否,无,无,5914.107092079999,5843.97934,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.6,794.78119024,393.0,2393.10953973,无,无,无,16.0,4.0,0.5,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_152mm_Barrage_GER,MinMax_OFFMAPART,否,否,否,否,无,无,2992.11742208,2921.98967,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.6,794.78119024,393.0,2393.10953973,无,无,无,32.0,10.0,0.4,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_152mm_Barrage_SOV,MinMax_OFFMAPART,否,否,否,否,无,无,2992.11742208,2921.98967,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.6,794.78119024,393.0,2393.10953973,无,无,无,32.0,10.0,0.4,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_152mm_Efficacite_GER,MinMax_OFFMAPART,否,否,否,否,无,无,4453.11225708,4382.984504999999,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.6,794.78119024,393.0,2393.10953973,无,无,无,48.0,是,0.35,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_152mm_Efficacite_SOV,MinMax_OFFMAPART,否,否,否,否,无,无,4453.11225708,4382.984504999999,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.6,794.78119024,393.0,2393.10953973,无,无,无,48.0,是,0.35,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_155mm_Alerte_US,MinMax_OFFMAPART,否,否,否,否,无,无,5843.97934,5843.97934,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.75,809.39113859,398.0,2431.09540544,无,无,无,16.0,4.0,0.5,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_155mm_Barrage_US,MinMax_OFFMAPART,否,否,否,否,无,无,2921.98967,2921.98967,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.75,809.39113859,398.0,2431.09540544,无,无,无,32.0,10.0,0.4,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_155mm_Efficacite_US,MinMax_OFFMAPART,否,否,否,否,无,无,4382.984504999999,4382.984504999999,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,7.75,809.39113859,398.0,2431.09540544,无,无,无,48.0,是,0.35,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
Ammo_Arty_Off_Map_164mm_Alerte_GER,MinMax_OFFMAPART,否,否,否,否,无,无,5843.97934,5843.97934,否,无,否,0.0,无,无,292196.04501033,无,无,无,无,8.0,829.84506628,406.0,2489.53519884,无,无,无,16.0,4.0,0.5,4,是,无,45,EProjectileType/Artillerie,无,无,无,否,无,否,是,无,10,是,是,无,~/Descriptor_Fire_Incendie,0.1,否,是,无,无,无,4,10.0,EArmeType/Artillerie,0.0,292196.04501033,0.0,2919.06768033
